Date,Date,Open,High,Low,Close,SMA,WMA,MOMENTUM,K,D,RSI,MACD,R,ADX,CCI,MACDsignal,MACDhist
2000/5/3,2000/5/3,1.5607,1.5649,1.5556,1.5613,1.5689699999999995,1.56441272727273,-0.020199999999999996,25.38542816320589,15.744390059889989,36.586712036452404,-0.005613950896702802,-65.23076923076962,31.78878304835313,-66.5583651174834,-0.003948468888179718,-0.0016654820085230835
2000/5/4,2000/5/4,1.5611,1.5626,1.5352,1.5417,1.5652099999999995,1.5594545454545483,-0.037599999999999856,26.472320139928414,22.387851927618318,24.996586590610963,-0.007545481220208039,-86.22881355932171,34.484201690951615,-124.46087492298179,-0.004602471130366686,-0.0029430100898413534
2000/5/5,2000/5/5,1.5419,1.5438,1.5245,1.5282,1.5603199999999995,1.5527254545454574,-0.048899999999999944,18.34601926751355,23.401255856882617,20.118987844891024,-0.010161439933526362,-93.60967184801376,37.6373086887601,-163.80002921413882,-0.0056131927309411725,-0.004548247202585189
2000/5/8,2000/5/8,1.5284,1.5357,1.5259,1.5326,1.5556699999999997,1.5476854545454573,-0.046499999999999986,11.416157038134536,18.7448321485255,25.39118795970765,-0.010715637400541711,-86.01036269430054,40.475104986787734,-132.8450454141904,-0.006540909943595816,-0.004174727456945895
2000/5/9,2000/5/9,1.5331,1.5367,1.5283,1.5306,1.5506299999999995,1.5431272727272756,-0.0504,10.430962503534912,13.397712936394335,24.572109365003822,-0.010843311148713841,-89.39130434782612,42.69821218566476,-100.88996763754241,-0.00732316470816273,-0.0035201464405511113
2000/5/10,2000/5/10,1.5314,1.533,1.5067,1.5121,1.5443299999999998,1.536121818181821,-0.06299999999999994,10.987420283718633,10.944846608462695,18.453840668816536,-0.012883407978984573,-92.7223719676549,45.90577565861552,-132.23847019122672,-0.008334118030130337,-0.004549289948854236
2000/5/11,2000/5/11,1.5098,1.5121,1.4927,1.5042,1.5375799999999997,1.5288254545454576,-0.06750000000000012,11.464957493521325,10.961113426924959,16.504043965598207,-0.014591888130071728,-85.80246913580243,49.26933690569701,-148.68662186927295,-0.009471894411937864,-0.005119993718133865
2000/5/12,2000/5/12,1.5039,1.5198,1.5018,1.517,1.5341199999999997,1.5250836363636393,-0.034600000000000186,18.79093063696366,13.747769471401208,29.847958405673193,-0.013295172259626842,-67.20647773279356,50.43762281657571,-90.7198992305376,-0.010167035838790405,-0.003128136420836437
2000/5/15,2000/5/15,1.5221,1.5226,1.5045,1.5054,1.5293099999999997,1.5198618181818213,-0.04810000000000003,21.967706039728274,17.40786472340442,25.710498368614704,-0.013456710040802955,-82.86099865047214,50.84280200343964,-84.00566171266753,-0.010765158420974506,-0.0026915516198284493
2000/5/16,2000/5/16,1.5041,1.5061,1.4915,1.494,1.5227099999999996,1.5134418181818212,-0.06600000000000006,17.966574790095976,19.575070488929303,22.33046288535143,-0.01446613573092903,-96.59400544959135,51.988407298160574,-112.24953521999552,-0.011438063386420783,-0.003028072344508248
